m,order,mean,std,sem,count,minimum,maximum
1325,1.0,6.088208665860479,0.01198793002449609,0.0003790916330812576,1000,6.050877246692053,6.118278877298948
1325,2.0,5.462491086673553,0.021728142069301605,0.0006871041826271721,1000,5.382946216505488,5.5179316034242545
1325,inf,3.365551272710918,0.02307184441551218,0.0007295957817405475,1000,3.2739133744139273,3.428421614747672
1342,1.0,6.086573747733192,0.011571819475243779,0.0003659330621406478,1000,6.046179392011597,6.115282324030555
1342,2.0,5.453845237163495,0.020710154442249645,0.0006549125873136297,1000,5.374996975355528,5.504940855284158
1342,inf,3.3520490840847406,0.02156575734710886,0.0006819691268337444,1000,3.270716226319553,3.414219222569445
1358,1.0,6.084046139706221,0.012507161461571218,0.0003955111728204556,1000,6.0452232426303425,6.123255911060018
1358,2.0,5.443913875971149,0.02224972981089885,0.0007035982352578785,1000,5.37185116062363,5.512967886432943
1358,inf,3.337481203744492,0.022593838122641003,0.0007144798955268832,1000,3.253761408586542,3.40669885008494
1374,1.0,6.082441735525054,0.012205185423605935,0.0003859618520328179,1000,6.0304559939487055,6.119046449131525
1374,2.0,5.435935694974174,0.021647188247564286,0.0006845441980073203,1000,5.344631043940031,5.494496555621458
1374,inf,3.3254408183722033,0.02182807733446855,0.0006902644131921764,1000,3.2413452186742493,3.3838797054702714
1390,1.0,6.079542642713126,0.011845962807317586,0.000374602235487659,1000,6.042782683148444,6.115556355177473
1390,2.0,5.425538846994253,0.02156043180732873,0.000681800718478994,1000,5.344519934683143,5.487208652240928
1390,inf,3.3112336958010435,0.021632875535569876,0.0006840915903133569,1000,3.2245422145927716,3.3708236913579093
1406,1.0,6.077677910407531,0.011521717091977357,0.00036434868566740183,1000,6.039604677298818,6.114371647317981
1406,2.0,5.416951097333643,0.02073354503859297,0.0006556522629163749,1000,5.353712531445399,5.4759049441763
1406,inf,3.29902729023522,0.02098084866478802,0.0006634726902403273,1000,3.2249784817157403,3.3592471396552885
1422,1.0,6.074680259169311,0.011615201527002959,0.00036730492307195106,1000,6.04024592511232,6.1104514814951205
1422,2.0,5.406267498165718,0.02115106433957404,0.0006688553824981904,1000,5.332011755513333,5.466305837743163
